발생일자,시설명,시설관리번호,압력,단위,자료 수집 TAG 설명,TAGSN,변경일자
2020020909,일산정수장,4128112315,3990,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020909,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020908,일산정수장,4128112315,750,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020908,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020908,일산정수장,4128112315,4170,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020908,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020907,일산정수장,4128112315,900,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020907,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020907,일산정수장,4128112315,4670,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020907,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020906,일산정수장,4128112315,930,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020906,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020906,일산정수장,4128112315,4620,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020906,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020905,일산정수장,4128112315,1450,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020905,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020905,일산정수장,4128112315,4270,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020905,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020904,일산정수장,4128112315,1450,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020904,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020904,일산정수장,4128112315,4250,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020904,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020903,일산정수장,4128112315,1560,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020903,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020903,일산정수장,4128112315,4800,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020903,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020902,일산정수장,4128112315,1590,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020902,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020902,일산정수장,4128112315,4940,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020902,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020901,일산정수장,4128112315,1510,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020901,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020901,일산정수장,4128112315,4470,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020901,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020824,일산정수장,4128112315,1490,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020824,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020824,일산정수장,4128112315,4490,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020824,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020823,일산정수장,4128112315,1480,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020823,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020823,일산정수장,4128112315,4500,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020823,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020822,일산정수장,4128112315,1590,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020822,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020822,일산정수장,4128112315,4180,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020822,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020821,일산정수장,4128112315,1930,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020821,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020821,일산정수장,4128112315,4400,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020821,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020820,일산정수장,4128112315,2100,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020820,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020820,일산정수장,4128112315,4520,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020820,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020819,일산정수장,4128112315,2040,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020819,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020819,일산정수장,4128112315,4690,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020819,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020818,일산정수장,4128112315,1960,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020818,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020818,일산정수장,4128112315,4990,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020818,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020817,일산정수장,4128112315,1860,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020817,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020817,일산정수장,4128112315,4800,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020817,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020816,일산정수장,4128112315,1100,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020816,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020816,일산정수장,4128112315,4030,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020816,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020815,일산정수장,4128112315,1000,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020815,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020815,일산정수장,4128112315,3910,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020815,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020814,일산정수장,4128112315,1000,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020814,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020814,일산정수장,4128112315,3880,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020814,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020813,일산정수장,4128112315,1330,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020813,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020813,일산정수장,4128112315,3740,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020813,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020812,일산정수장,4128112315,1510,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020812,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020812,일산정수장,4128112315,3650,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020812,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020811,일산정수장,4128112315,1570,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020811,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020811,일산정수장,4128112315,3540,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020811,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020810,일산정수장,4128112315,1500,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020810,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020810,일산정수장,4128112315,3490,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020810,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020809,일산정수장,4128112315,1190,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020809,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020809,일산정수장,4128112315,3720,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020809,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020808,일산정수장,4128112315,1130,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020808,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020808,일산정수장,4128112315,4380,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020808,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020807,일산정수장,4128112315,1060,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020807,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020807,일산정수장,4128112315,4570,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020807,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020806,일산정수장,4128112315,1050,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020806,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020806,일산정수장,4128112315,4570,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020806,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020805,일산정수장,4128112315,1060,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020805,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020805,일산정수장,4128112315,4600,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020805,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020804,일산정수장,4128112315,1060,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020804,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020804,일산정수장,4128112315,4590,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020804,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020803,일산정수장,4128112315,1060,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020803,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020803,일산정수장,4128112315,4590,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020803,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020802,일산정수장,4128112315,1060,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020802,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020802,일산정수장,4128112315,4600,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020802,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020801,일산정수장,4128112315,1220,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020801,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020801,일산정수장,4128112315,4680,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020801,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020724,일산정수장,4128112315,1290,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020724,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020724,일산정수장,4128112315,4620,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020724,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020723,일산정수장,4128112315,1380,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020723,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020723,일산정수장,4128112315,3660,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020723,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020722,일산정수장,4128112315,1500,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020722,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020722,일산정수장,4128112315,4280,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020722,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020721,일산정수장,4128112315,1490,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020721,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020721,일산정수장,4128112315,4240,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020721,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020720,일산정수장,4128112315,1300,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020720,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020720,일산정수장,4128112315,3770,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020720,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020719,일산정수장,4128112315,1260,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020719,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020719,일산정수장,4128112315,3860,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020719,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020718,일산정수장,4128112315,1200,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020718,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020718,일산정수장,4128112315,3850,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020718,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020717,일산정수장,4128112315,1600,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020717,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020717,일산정수장,4128112315,4190,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020717,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020716,일산정수장,4128112315,1630,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020716,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020716,일산정수장,4128112315,4140,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020716,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020715,일산정수장,4128112315,1520,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020715,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020715,일산정수장,4128112315,3560,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020715,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020714,일산정수장,4128112315,1420,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020714,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020714,일산정수장,4128112315,3580,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020714,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020713,일산정수장,4128112315,1360,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020713,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020713,일산정수장,4128112315,3700,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020713,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020712,일산정수장,4128112315,1350,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020712,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020712,일산정수장,4128112315,3680,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020712,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020711,일산정수장,4128112315,1380,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020711,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020711,일산정수장,4128112315,3460,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020711,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020710,일산정수장,4128112315,1570,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020710,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020710,일산정수장,4128112315,4170,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020710,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020709,일산정수장,4128112315,1770,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020709,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020709,일산정수장,4128112315,4350,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020709,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020708,일산정수장,4128112315,830,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020708,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020708,일산정수장,4128112315,5240,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020708,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020707,일산정수장,4128112315,650,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020707,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020707,일산정수장,4128112315,5360,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020707,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020706,일산정수장,4128112315,860,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020706,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020706,일산정수장,4128112315,5240,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020706,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020705,일산정수장,4128112315,860,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020705,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020705,일산정수장,4128112315,5250,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020705,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020704,일산정수장,4128112315,870,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020704,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020704,일산정수장,4128112315,5260,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020704,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020703,일산정수장,4128112315,990,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020703,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020703,일산정수장,4128112315,5170,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020703,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020702,일산정수장,4128112315,1250,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020702,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020702,일산정수장,4128112315,4430,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020702,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020701,일산정수장,4128112315,1290,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020701,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020701,일산정수장,4128112315,4670,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020701,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020624,일산정수장,4128112315,1420,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020624,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020624,일산정수장,4128112315,4410,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020624,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020623,일산정수장,4128112315,1630,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020623,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020623,일산정수장,4128112315,3460,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020623,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020622,일산정수장,4128112315,1660,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020622,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020622,일산정수장,4128112315,3390,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020622,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020621,일산정수장,4128112315,1630,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020621,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020621,일산정수장,4128112315,3440,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020621,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020620,일산정수장,4128112315,1430,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020620,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020620,일산정수장,4128112315,3740,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020620,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020619,일산정수장,4128112315,1410,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020619,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020619,일산정수장,4128112315,3740,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020619,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020618,일산정수장,4128112315,1520,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020618,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020618,일산정수장,4128112315,3500,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020618,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020617,일산정수장,4128112315,1660,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020617,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020617,일산정수장,4128112315,4110,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020617,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020616,일산정수장,4128112315,1660,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020616,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020616,일산정수장,4128112315,4110,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020616,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020615,일산정수장,4128112315,1540,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
2020020615,일산정수장,4128112315,-48,㎥/h,일산(정) 능곡계통송수유량순시,5202,
2020020615,일산정수장,4128112315,4220,㎥,고양 일산(정) 일산 계통 송수 유량 적산차,13828,
2020020615,일산정수장,4128112315,1403,㎥/h,일산(정) 일산계통송수유량순시,5201,
2020020614,일산정수장,4128112315,1510,㎥,고양 일산(정) 능곡 계통 송수 유량 적산차,13823,
